cycle,capacity_Ah,avg_voltage_V,min_voltage_V,max_voltage_V,avg_current_A,avg_temperature_C,max_temperature_C,discharge_time_s,SOH_percent,SOH_change_percent,SOH_rolling_mean
545,1.323872422244268,3.467523652225441,2.6646322789106516,4.184534803011309,-1.6863812036302581,33.037928170775885,40.66184230912503,2838.265,71.3106055768929,0.3005343359184849,71.12326095022657
548,1.3601216766554785,3.4767525840839255,2.6400211837268666,4.201240476440081,-1.715777469309528,33.4949493613756,41.046694544970684,2864.547,73.26317762261326,1.952572045720359,71.52133288988531
552,1.3395306867947354,3.4758956827369127,2.674198661305034,4.195703567262997,-1.7007216920098716,33.491363029025784,41.0462053156659,2846.39,72.1540405700353,-1.1091370525779496,71.75146133256338
556,1.3290286565120697,3.475812179626641,2.696427051131168,4.195744519551191,-1.6928138295817332,33.329808599922345,40.868302643225604,2837.969,71.58834698305493,-0.5656935869803732,71.86524839871416
560,1.3236741274998955,3.4746554404904435,2.6928340297696836,4.196363050482315,-1.6861104874993165,33.27302769298771,40.85283588259973,2838.156,71.29992439790138,-0.2884225851535547,71.92321903009955
564,1.318633896753293,3.472301781313945,2.681747855329962,4.1957929878569455,-1.685043785043406,33.229879126701434,40.85270645265791,2829.843,71.02843154047166,-0.2714928574297204,71.8667842228153
568,1.3134751321324272,3.4729305773503527,2.696791414385091,4.195797286482793,-1.678524839793589,33.20860833999321,40.8263251809212,2829.625,70.75055383642601,-0.2778777040456504,71.36425946557786
572,1.3132020634442203,3.4696192030612285,2.664695973142795,4.196349384378125,-1.6839115230941766,33.236115055926255,40.90308836809665,2819.437,70.73584494666221,-0.014708889763795696,71.08062034090324
576,1.3077959946944353,3.470018470757559,2.679191623358613,4.195609431921248,-1.6773783325850857,33.18660088296571,40.84337405460518,2819.579,70.4446461650727,-0.2911987815895145,70.8518801773068
580,1.3030329186405918,3.470762691935287,2.699983457940659,4.195339917236225,-1.676425373206175,33.174058099115534,40.81792110626284,2810.672,70.18808229071344,-0.25656387435925865,70.6295117558692
584,1.3033573559038205,3.468111467035994,2.666300786624286,4.1954020570061195,-1.67627880896028,33.253984518546055,40.946993847659506,2811.485,70.20555815721221,0.017475866498770642,70.46493707921732
588,1.3034100438655642,3.4648625780221494,2.6308501373847837,4.195685302232799,-1.6817992883033976,33.3198093248819,41.074938058306316,2802.422,70.20839620292978,0.0028380457175671836,70.35650555251807
592,1.2978870806495706,3.467864133752208,2.673348140468748,4.195561297751176,-1.6750812261110137,33.33765795318198,41.02476444658572,2801.625,69.9109008817086,-0.2974953212211773,70.19151673952734
596,1.2980735056918902,3.464021404592563,2.632763831012711,4.196066962029683,-1.675366426273468,33.29076744042025,41.06214198725253,2802.031,69.92094269724848,0.010041815539878485,70.08677604596251
600,1.293463613844243,3.4664623858156745,2.6687371180046218,4.196640912532072,-1.6744879201095209,33.27568841807217,40.98366325567302,2793.39,69.67263011532883,-0.24831258191964878,69.98368561088557
604,1.288003392619118,3.46850906693551,2.696396337945361,4.1956235749123225,-1.6674467270234996,33.32067807371405,40.98234242711097,2793.39,69.37851440175622,-0.2941157135726087,69.81827685979438
608,1.2874525221379407,3.466806213058136,2.6794834862925194,4.195862008850563,-1.6674702882406252,33.37314972896719,41.06375085817118,2792.485,69.34884167276275,-0.02967272899347506,69.64636595376098
612,1.3090153642307354,3.471070722008039,2.6787137407179737,4.18482689434833,-1.6888978346592105,33.71351889594897,41.047029587744966,2802.016,70.5103277055252,1.161486032762454,69.7662513185243
614,1.3250793286429356,3.475472204020004,2.655378369801326,4.201968615940368,-1.6979281889133206,33.86531768239223,41.051007697556734,2820.39,71.37561578838873,0.865288082863529,70.05718593675235
